dataset_id , datastructure_id ,owner, project,Semantic Coverage, variable_id,variable_label,variable_concept_entity,variable_concept_caracteristic,dataType,unit,data points
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1641,phylum [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45277,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1642,class [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45280,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1643,order [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45287,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1644,family [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45290,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1645,genus [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45292,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1646,species [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1647,common COG/KOG,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1648,main role [COG/KOG],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1649,subrole [COG/KOG],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1650,description [COG/KOG],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1651,common TIGRFAM,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1652,main role [TIGRFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1674,NSAF of 20150605_OF_03B.raw [03B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1675,unique spectra of 20150605_OF_03C.raw [03C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1676,NSAF of 20150605_OF_03C.raw [03C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1653,sub role [TIGRFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1654,description [TIGRFAM],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1655,common PFAM,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1656,main role [PFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1657,sub role [PFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1658,description [PFAM],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1659,unique spectra of 20150605_OF_01A.raw [01A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1660,NSAF of 20150605_OF_01A.raw [01A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1673,unique spectra of 20150605_OF_03B.raw [03B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1661,unique spectra of 20150605_OF_01B.raw [01B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1662,NSAF of 20150605_OF_01B.raw [01B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1663,unique spectra of 20150605_OF_01C.raw [01C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1664,NSAF of 20150605_OF_01C.raw [01C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1665,unique spectra of 20150605_OF_02A.raw [02A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1666,NSAF of 20150605_OF_02A.raw [02A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1667,unique spectra of 20150605_OF_02B.raw [02B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1668,NSAF of 20150605_OF_02B.raw [02B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1669,unique spectra of 20150605_OF_02C.raw [02C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1670,NSAF of 20150605_OF_02C.raw [02C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1671,unique spectra of 20150605_OF_03A.raw [03A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,14233
134,125,Martin von Bergen,BioDiv4/Nico Jehmlich,43,43,1672,NSAF of 20150605_OF_03A.raw [03A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,14233
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1634,#,http://purl.obolibrary.org/obo/PR_000000001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1635,considered hits,http://purl.obolibrary.org/obo/NCIT_C54115,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1636,excluded hits,http://purl.obolibrary.org/obo/NCIT_C54115,http://purl.obolibrary.org/obo/HP_0040285,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1637,hit list,http://purl.obolibrary.org/obo/NCIT_C54115,http://purl.obolibrary.org/obo/NCIT_C43432,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1638,maximal sequence length,http://purl.obolibrary.org/obo/GO_0043565,http://purl.obolibrary.org/obo/PATO_0000122,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1639,lowest percent identity,http://purl.obolibrary.org/obo/NCIT_C68806,http://purl.obolibrary.org/obo/UO_0000187,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1640,superkingdom [common],ttp://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62706,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1641,phylum [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45277,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1642,class [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45280,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1643,order [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45287,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1644,family [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45290,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1645,genus [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45292,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1646,species [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1647,common COG/KOG,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1648,main role [COG/KOG],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1649,subrole [COG/KOG],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1650,description [COG/KOG],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1651,common TIGRFAM,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1652,main role [TIGRFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1674,NSAF of 20150605_OF_03B.raw [03B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1675,unique spectra of 20150605_OF_03C.raw [03C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1676,NSAF of 20150605_OF_03C.raw [03C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1653,sub role [TIGRFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1654,description [TIGRFAM],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1655,common PFAM,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1656,main role [PFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1657,sub role [PFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1658,description [PFAM],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1659,unique spectra of 20150605_OF_01A.raw [01A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1660,NSAF of 20150605_OF_01A.raw [01A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1673,unique spectra of 20150605_OF_03B.raw [03B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1661,unique spectra of 20150605_OF_01B.raw [01B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1662,NSAF of 20150605_OF_01B.raw [01B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1663,unique spectra of 20150605_OF_01C.raw [01C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1664,NSAF of 20150605_OF_01C.raw [01C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1665,unique spectra of 20150605_OF_02A.raw [02A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1666,NSAF of 20150605_OF_02A.raw [02A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1667,unique spectra of 20150605_OF_02B.raw [02B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1668,NSAF of 20150605_OF_02B.raw [02B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1669,unique spectra of 20150605_OF_02C.raw [02C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1670,NSAF of 20150605_OF_02C.raw [02C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1671,unique spectra of 20150605_OF_03A.raw [03A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,12642
137,125,Martin  von Bergen,BioDiv4/Nico Jehmlich,43,43,1672,NSAF of 20150605_OF_03A.raw [03A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,12642
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1634,#,http://purl.obolibrary.org/obo/PR_000000001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1635,considered hits,http://purl.obolibrary.org/obo/NCIT_C54115,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1636,excluded hits,http://purl.obolibrary.org/obo/NCIT_C54115,http://purl.obolibrary.org/obo/HP_0040285,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1637,hit list,http://purl.obolibrary.org/obo/NCIT_C54115,http://purl.obolibrary.org/obo/NCIT_C43432,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1638,maximal sequence length,http://purl.obolibrary.org/obo/GO_0043565,http://purl.obolibrary.org/obo/PATO_0000122,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1639,lowest percent identity,http://purl.obolibrary.org/obo/NCIT_C68806,http://purl.obolibrary.org/obo/UO_0000187,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1640,superkingdom [common],ttp://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62706,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1641,phylum [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45277,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1642,class [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45280,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1643,order [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45287,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1644,family [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45290,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1645,genus [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45292,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1646,species [common],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1647,common COG/KOG,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1648,main role [COG/KOG],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1649,subrole [COG/KOG],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1650,description [COG/KOG],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1651,common TIGRFAM,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1652,main role [TIGRFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1674,NSAF of 20150605_OF_03B.raw [03B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1675,unique spectra of 20150605_OF_03C.raw [03C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1676,NSAF of 20150605_OF_03C.raw [03C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1653,sub role [TIGRFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1654,description [TIGRFAM],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1655,common PFAM,http://purl.obolibrary.org/obo/ERO_0001716,http://purl.obolibrary.org/obo/EHDA_1252,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1656,main role [PFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/NCIT_C25562,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1657,sub role [PFAM],http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0002632,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1658,description [PFAM],http://purl.org/dc/elements/1.1/description,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1659,unique spectra of 20150605_OF_01A.raw [01A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1660,NSAF of 20150605_OF_01A.raw [01A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1673,unique spectra of 20150605_OF_03B.raw [03B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1661,unique spectra of 20150605_OF_01B.raw [01B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1662,NSAF of 20150605_OF_01B.raw [01B],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1663,unique spectra of 20150605_OF_01C.raw [01C],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1664,NSAF of 20150605_OF_01C.raw [01C],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1665,unique spectra of 20150605_OF_02A.raw [02A],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1666,NSAF of 20150605_OF_02A.raw [02A],http://purl.obolibrary.org/obo/MS_1002547,http://purl.obolibrary.org/obo/NCIT_C25712,none,Decimal,10965
138,125,Martin  von Bergen,BioDIv4/Nico Jehmlich,43,43,1667,unique spectra of 20150605_OF_02B.raw [02B],http://purl.obolibrary.org/obo/CHMO_0000800,http://purl.obolibrary.org/obo/NCIT_C45282,none,Number,10965
